email,created_at,alert_type,org_type,org_id,org_name
9cS_1PhKzm6kpX-q@nhs.net,2023-02-23,monthly,Practice,C81008,Royal Primary Care Clay Cross
9cS_1PhKzm6kpX-q@nhs.net,2023-02-23,monthly,Practice,C81052,Royal Primary Care Brooklyn
jK0HwMLLK_X1P02O@twc.com,2024-11-27,monthly,Practice,C83653,Stackyard and Woolsthorpe Surgery
FqA1XS7ZUruQhN8C@nhs.net,2023-02-23,monthly,Practice,L83024,Barnfield Hill Surgery
FqA1XS7ZUruQhN8C@nhs.net,2023-02-23,monthly,Practice,L83673,Inclusion Health Devon Cic
FqA1XS7ZUruQhN8C@nhs.net,2023-02-23,monthly,Practice,L83058,Southernhay House Surgery
FqA1XS7ZUruQhN8C@nhs.net,2023-02-23,monthly,Practice,L83042,St Leonards Practice
FqA1XS7ZUruQhN8C@nhs.net,2023-02-23,monthly,Practice,L83115,Whipton Surgery
FqA1XS7ZUruQhN8C@nhs.net,2023-02-23,monthly,Practice,L83655,Wonford Green Surgery
veiSaJDX26hCOsT2@nhs.net,2023-02-23,monthly,Practice,L84068,Mann Cottage Surgery
LdP50lNF4a6joK1Y@nhs.net,2023-02-23,monthly,Practice,M81604,Fownhope Medical Centre
pcBEaXCaqa1ZlmV4@nhs.net,2023-02-23,monthly,Practice,F81015,Crocus Medical Practice
tz2XMc2NV6K3biut@gmail.com,2023-02-24,monthly,Practice,N85640,Leasowe Medical Practice
U1viY0LIeqWu_h6w@nhs.net,2023-02-27,monthly,SICBL,D9Y0V,"NHS Hampshire, Southampton and Isle of Wight"
JscQo8FhbhTd_HAh@nhs.net,2023-02-28,monthly,Practice,P84673,Ancoats Urban Village Medical Practice
b03NuO0LqDLhriNl@nhs.net,2023-02-28,monthly,Practice,L81123,Hillcrest Surgery
MYmctO0g4aFLoqj8@nhs.net,2023-02-28,monthly,Practice,D82037,Long Stratton Medical Partnership
kp74dE92d-YWS6RQ@nhs.net,2023-03-01,monthly,Practice,L83089,Knowle House Surgery
L_gCMUCFj7uYwPpO@nhs.net,2023-03-01,monthly,Practice,C88090,Manor and Park Group Practice
IUJJ0621CLyBZSAS@nhs.net,2023-03-01,monthly,Practice,H82096,The Orchard Surgery
IUJJ0621CLyBZSAS@nhs.net,2023-03-01,monthly,PCN,U87478,Lancing and Sompting PCN
IUJJ0621CLyBZSAS@nhs.net,2023-03-01,monthly,Practice,H82065,Ball Tree Surgery
IUJJ0621CLyBZSAS@nhs.net,2023-03-01,monthly,Practice,H82091,New Pond Row Surgery
cDg53WkfT8IteAJv@gmail.com,2024-11-28,monthly,Practice,P89010,Medlock Vale Medical Practice
8qHWAcWs041QlGbL@gmail.com,2024-11-28,monthly,Practice,C88023,Sothall & Beighton Health Centres
S-T8CYHa7zbsSVTP@nhs.net,2023-03-02,monthly,Practice,A82023,Distington Surgery
-5Th6YsLJWybtuzb@yahoo.com,2024-11-28,monthly,Practice,F81170,Kingsway Surgery
XRl9N_N45fH-kTVm@nhs.net,2023-03-02,monthly,Practice,L84038,Cotswold Medical Practice
gTsvWPlCqFo9DOTu@nhs.net,2023-03-03,monthly,Practice,P81083,Roslea Surgery
RqWor0gfT8a5P14n@nhs.net,2023-03-03,monthly,Practice,F81088,Southend Road Surgery
8c6mJZYifmQD0bc5@spirit-health.com,2023-03-06,monthly,SICBL,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire"
8c6mJZYifmQD0bc5@spirit-health.com,2023-03-06,monthly,SICBL,15C,"NHS Bristol, North Somerset and South Gloucestershire"
8c6mJZYifmQD0bc5@spirit-health.com,2023-03-06,monthly,SICBL,14Y,NHS Buckinghamshire
8c6mJZYifmQD0bc5@spirit-health.com,2023-03-06,monthly,SICBL,15N,NHS Devon
8c6mJZYifmQD0bc5@spirit-health.com,2023-03-06,monthly,SICBL,11J,NHS Dorset
8c6mJZYifmQD0bc5@spirit-health.com,2023-03-06,monthly,SICBL,11M,NHS Gloucestershire
8c6mJZYifmQD0bc5@spirit-health.com,2023-03-06,monthly,SICBL,11X,NHS Somerset
8c6mJZYifmQD0bc5@spirit-health.com,2023-03-06,monthly,SICBL,D9Y0V,"NHS Hampshire, Southampton and Isle of Wight"
2vdcyWCJO7d5kXjV@example.com,2023-03-07,monthly,ICB,QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board"
2vdcyWCJO7d5kXjV@example.com,2023-03-07,monthly,ICB,QHG,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board"
2vdcyWCJO7d5kXjV@example.com,2023-03-07,monthly,ICB,QHL,NHS Birmingham and Solihull Integrated Care Board
2vdcyWCJO7d5kXjV@example.com,2023-03-07,monthly,ICB,QUA,NHS Black Country Integrated Care Board
2vdcyWCJO7d5kXjV@example.com,2023-03-07,monthly,ICB,QUY,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board"
qV2yIURWlx8nVvXp@nhs.net,2023-03-07,monthly,Practice,L84038,Cotswold Medical Practice
4DnvfU4gXq6VqRV5@nhs.net,2023-03-08,monthly,Practice,N85025,St Hilary Group Practice
4DnvfU4gXq6VqRV5@nhs.net,2023-03-08,monthly,Practice,N85052,Grove RD Surgery
4DnvfU4gXq6VqRV5@nhs.net,2023-03-08,monthly,Practice,N85648,Blackheath Med CTR
XVlmHv4kU_NCP-nG@nhs.net,2023-03-10,monthly,Practice,F81023,Beechwood Surgery
CkRH0w_PET5aYh-m@nhs.net,2023-03-10,monthly,PCN,U17168,South Hardwick PCN
AhpVEcIbI3pn7ELX@nhs.net,2023-03-10,monthly,PCN,U24558,Chichester Alliance of Medical Practices PCN
AhpVEcIbI3pn7ELX@nhs.net,2023-03-10,monthly,PCN,U33593,Rural North Chichester PCN
j_VcjxxZhmw8mcro@nhs.net,2023-03-10,monthly,Practice,M85071,Wychall Lane Surgery
FaMrxVPfccI14fQI@aol.com,2023-03-12,monthly,Practice,C83015,Swineshead Surgery
IWzmWnJ4QP1nNEn3@nhs.net,2023-03-13,monthly,Practice,F81104,Chapel Street Surgery
uyO0-O-rjWOBCM_1@nhs.net,2023-03-13,monthly,Practice,P85005,Leesbrook Surgery
7g_mdRPOgExriXKp@nhs.net,2023-03-14,monthly,Practice,P89026,Grosvenor Medical Centre
1As1pA0WIb6CwCFZ@nhs.net,2023-03-15,monthly,Practice,D82019,The Millwood Partnership
tbZaCxZ5Rjinsiru@choc.nhs.uk,2023-03-15,monthly,Practice,A82033,Waterloo House Surgery
tbZaCxZ5Rjinsiru@choc.nhs.uk,2023-03-15,monthly,Practice,A82005,Ambleside Health Centre
tbZaCxZ5Rjinsiru@choc.nhs.uk,2023-03-15,monthly,Practice,A82013,Upper Eden Medical Practice
tbZaCxZ5Rjinsiru@choc.nhs.uk,2023-03-15,monthly,Practice,A82620,Glenridding Health Centre
tbZaCxZ5Rjinsiru@choc.nhs.uk,2023-03-15,monthly,Practice,A82004,Alston Medical Practice
owG2D2qxZR1_TFpA@mpft.nhs.uk,2023-03-16,monthly,SICBL,14Y,NHS Buckinghamshire
ChBZKIJePBAIEMFd@nhs.net,2023-03-16,monthly,Practice,B81104,Campus Health Centre
bfSCa3e-Z893C_hG@nhs.net,2023-03-17,monthly,Practice,C84037,Abbey Medical Group
y4u_NDd58asp96ux@hotmail.com,2023-03-18,monthly,Practice,H82057,Mid Sussex Health Care
sBmUaD2STNDcFcw6@nhs.net,2023-03-20,monthly,SICBL,03W,NHS East Leicestershire and Rutland
sBmUaD2STNDcFcw6@nhs.net,2023-03-20,monthly,SICBL,04C,NHS Leicester City
sBmUaD2STNDcFcw6@nhs.net,2023-03-20,monthly,SICBL,04V,NHS West Leicestershire
_jNto9H8YWlieCHC@nhs.net,2023-03-20,monthly,Practice,C84656,Hill View Surgery
-F0jnmqj0V1CF0WV@nhs.net,2023-03-20,monthly,Practice,G81046,Portslade Health Centre
tAtIQQRf7dYqfe6X@nhs.net,2023-03-22,monthly,PCN,U49001,Watergate PCN
UEu-Yb-xHT-lvGKg@nhs.net,2023-03-23,monthly,Practice,M82035,Wem and Prees Medical Practice
OX9MeDfs09Qnnk5r@nhs.net,2023-03-23,monthly,Practice,J83630,Hindon Surgery
f_WxB6KkmMsZxL07@nhs.net,2023-03-24,monthly,Practice,C83032,Merton Lodge Surgery
rLuH9uVmyjxhFi_B@btinternet.com,2023-03-27,monthly,PCN,U53562,North Southall PCN
yLDk9jz4tXuSBrpv@nhs.net,2023-03-27,monthly,Practice,C83078,Brant Road & Springcliffe Surgery
yLDk9jz4tXuSBrpv@nhs.net,2023-03-27,monthly,Practice,C83029,Branston & Heighington Family Practice
yLDk9jz4tXuSBrpv@nhs.net,2023-03-27,monthly,Practice,C83046,The Heath Surgery
yLDk9jz4tXuSBrpv@nhs.net,2023-03-27,monthly,Practice,C83058,Washingborough Surgery
yLDk9jz4tXuSBrpv@nhs.net,2023-03-27,monthly,Practice,C83611,The Bassingham Surgery
yLDk9jz4tXuSBrpv@nhs.net,2023-03-27,monthly,Practice,C83062,Church Walk Surgery
yLDk9jz4tXuSBrpv@nhs.net,2023-03-27,monthly,Practice,C83002,Navenby Cliff Villages Surgery
CHkNO-syufd7mV75@nhs.net,2023-03-27,monthly,Practice,F84074,The Graham Practice
XDz2SSMoc6EpY4Hv@nhs.net,2023-03-28,monthly,Practice,B81039,The Roxton Practice
NiTr67ejl0Fw3eHD@mac.com,2023-03-29,monthly,PCN,U16737,Poole North PCN
NiTr67ejl0Fw3eHD@mac.com,2023-03-29,monthly,Practice,J81087,The Birchwood Practice
hTnYkyLqtjHT11Ie@nhs.net,2023-03-29,monthly,Practice,A82044,Fellview Healthcare
9Aj57GQUiwE-LY1s@icloud.com,2023-03-29,monthly,Practice,E82081,Cuffley and Goffs Oak Medical Practice
NBHrxSbZnnaJknex@nhs.net,2023-03-31,monthly,Practice,C83020,Caythorpe & Ancaster Medical Practice
e5cjJy5CbKh2csR7@nhs.net,2023-03-31,monthly,Practice,C82026,Bridge Street Medical Practice
EQHP6_4Ogph-_Ay9@uk.nestle.com,2023-04-01,monthly,SICBL,00Y,NHS Oldham
OL86P7y9SwZ_NRnP@gmail.com,2023-04-01,monthly,Practice,C85030,Wombwell Medical Centre Practice
guJn6YneSRqIMKkk@onemedicalgroup.co.uk,2023-04-03,monthly,Practice,Y02769,St Neots Health Centre
9jDQybmXkpTIupSf@nhs.net,2023-04-04,monthly,Practice,M91660,Modality Darlaston Practice
9jDQybmXkpTIupSf@nhs.net,2023-04-04,monthly,Practice,M91021,Lockstown Practice
d9MZty1ELQ_wI08Z@nhs.net,2023-04-05,monthly,Practice,L84065,Prices Mill Surgery
6IVx9CXZP4CBE1HJ@nhs.net,2023-04-05,monthly,Practice,L84077,Five Valleys Medical Practice
r-oBeeAMjMjOHK-g@nhs.net,2023-04-05,monthly,Practice,L84070,High Street Medical Centre
JscQo8FhbhTd_HAh@nhs.net,2023-04-05,monthly,PCN,U45992,City Centre & Ancoats PCN
iCvMWn-Wg9oIBXy-@nhs.net,2023-04-11,monthly,Practice,M92009,Prestbury Medical Practice
dDvXaQgGEMZrzapB@nhs.net,2023-04-12,monthly,PCN,U72848,Drake Medical Alliance PCN
qTzil6NWP3z0vk6k@gmail.com,2024-11-29,monthly,SICBL,01V,NHS Southport and Formby
vBeXGiC2ugFyEVmA@snee.nhs.uk,2023-04-14,monthly,ICB,QJG,NHS Suffolk and North East Essex Integrated Care Board
vBeXGiC2ugFyEVmA@snee.nhs.uk,2023-04-14,monthly,SICBL,06L,NHS Ipswich and East Suffolk
vBeXGiC2ugFyEVmA@snee.nhs.uk,2023-04-14,monthly,SICBL,06T,NHS North East Essex
vBeXGiC2ugFyEVmA@snee.nhs.uk,2023-04-14,monthly,SICBL,07K,NHS West Suffolk
idGfgctQz9_pIi1d@stoke.nhs.uk,2023-04-14,monthly,PCN,U06256,Hipc (Holistic Patient Centred Care) PCN
EfX_Qqw1fSTMD8yA@liverpool.gov.uk,2023-04-14,monthly,SICBL,99A,NHS Liverpool
8J8aB4Mesqzdcdn2@nhs.net,2023-04-16,monthly,Practice,B82036,Park Street
A2nx0Iweog3wg5Hv@icloud.com,2023-04-16,monthly,SICBL,11M,NHS Gloucestershire
MqxFG-9P49fCwc1z@nhs.net,2023-04-16,monthly,Practice,P81115,Bloomfield Medical Centre
r4xN3AGfhkWNy63g@nhs.net,2023-04-17,monthly,Practice,G81044,Montpelier Surgery
T5rvPVtXIU9zy-AU@nhs.net,2023-04-17,monthly,ICB,QUE,NHS Cambridgeshire and Peterborough Integrated Care Board
nJUHbsE2_UUwxdKD@rootata.com,2023-04-19,monthly,Practice,M84036,Abbey Medical Centre
vzcy7ozWYGjbcVsr@nhs.net,2023-04-19,monthly,SICBL,A3A8R,NHS North East London
tqpncNg5LgUCJYWe@nhs.net,2023-04-19,monthly,PCN,U36231,Orion PCN
_G7RDPeaQY47eKpm@nhs.net,2023-04-19,monthly,Practice,D82020,Orchard Surgery
dHJnYfdO-c02Usnn@nhs.net,2023-04-20,monthly,PCN,U99463,Nottingham West PCN
LSpKwnTgVGj_cEer@nhs.net,2023-04-20,monthly,Practice,H84034,Orchard Practice
LSpKwnTgVGj_cEer@nhs.net,2023-04-20,monthly,Practice,H84027,Churchill Medical Centre
LSpKwnTgVGj_cEer@nhs.net,2023-04-20,monthly,PCN,U37262,Canbury Churchill Orchard Berrylands PCN
ZHP3wf5TutNtcmyQ@nhs.net,2023-04-20,monthly,Practice,M86044,Park House
FFkcgd-defHR_AsL@nhs.net,2023-04-20,monthly,SICBL,02Y,NHS East Riding of Yorkshire
iEyiJGFB_E3o4sd2@nhs.net,2023-04-20,monthly,Practice,A83007,Blackhall and Peterlee Practice
iEyiJGFB_E3o4sd2@nhs.net,2023-04-20,monthly,Practice,A83044,The Horden Group Practice
YBN5NLYERxSndWYo@gmail.com,2024-11-29,monthly,Practice,C88040,Oughtibridge Surgery
uGrDFsP63po5zidX@yahoo.com,2024-11-30,monthly,Practice,C88023,Sothall & Beighton Health Centres
YbTBXINAOXOZKbdq@aol.com,2024-12-01,monthly,Practice,C88023,Sothall & Beighton Health Centres
abiW4u-16-_b2QpD@yahoo.com,2024-12-02,monthly,PCN,U79313,Sapa 5 PCN
P_i_FsxM1ri8I5-J@gmail.com,2024-12-02,monthly,PCN,U79313,Sapa 5 PCN
Nz08DNOFCromRCPL@gmail.com,2024-12-02,monthly,Practice,C88040,Oughtibridge Surgery
fQhAuL0v8Q0E-gs8@nhs.net,2023-04-20,monthly,SICBL,03K,NHS North Lincolnshire
wuUIqyfuKYbEgryr@nhs.net,2023-04-20,monthly,SICBL,02G,NHS West Lancashire
wXQ4b4ZAYT1fms88@nhs.net,2023-04-20,monthly,SICBL,15C,"NHS Bristol, North Somerset and South Gloucestershire"
67YtBuOAh1T2X76o@nhs.net,2023-04-20,monthly,Practice,M89016,Balsall Common & Meriden Group Practice
67YtBuOAh1T2X76o@nhs.net,2023-04-20,monthly,Practice,M89013,Arran Medical Centre
67YtBuOAh1T2X76o@nhs.net,2023-04-20,monthly,Practice,M89021,Coventry Road Practice
67YtBuOAh1T2X76o@nhs.net,2023-04-20,monthly,Practice,M89007,Richmond Medical Centre
67YtBuOAh1T2X76o@nhs.net,2023-04-20,monthly,SICBL,15E,NHS Birmingham and Solihull
XiDOGlhsROPFj6G7@nhs.net,2023-04-20,monthly,Practice,H85101,Grand Drive Surgery
dzF4Dc8EuOQGfkpq@nhs.net,2023-04-20,monthly,Practice,G82066,Northdown Surgery
5oW2HXJgS5eKxa6-@nhs.net,2023-04-20,monthly,SICBL,91Q,NHS Kent and Medway
3krvqLo4_yjPUku7@nhs.net,2023-04-20,monthly,Practice,C84030,The Oaks Medical Centre
jl2qhkFPHxrAXtQx@doctors.org.uk,2023-04-20,monthly,Practice,P82010,Dalefield Surgery
1IrpjW2OPfF7fKUe@nhs.net,2023-04-21,monthly,SICBL,71E,NHS Lincolnshire
4jBR-aN2tzhlZJQo@nhs.net,2023-04-21,monthly,SICBL,71E,NHS Lincolnshire
-cfyMZp8sFQGWDPJ@nhs.net,2023-04-21,monthly,Practice,F81133,Tiptree Medical Centre
GjZENBEaq4Fv--im@nhs.net,2023-04-24,monthly,SICBL,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire"
oAckjFJzRDKCOQuk@nhs.net,2023-04-24,monthly,SICBL,D2P2L,NHS Black Country
p7lfZXwjmVoAZ_MN@nhs.net,2023-04-24,monthly,Practice,D81044,Nuffield Road Medical Centre
xo9NR-FlcJFeIJ6h@nhs.net,2023-04-24,monthly,Practice,D81004,Alconbury Surgery
0QWwDW7LCKSZ6Pe5@nhs.net,2023-04-24,monthly,Practice,C88007,Porter Brook Medical Centre
x78df39ZSdpfgWm0@nhs.net,2023-04-24,monthly,PCN,U26996,Cityview PCN
N-GiwYfHeZf2y8VA@doctors.org.uk,2023-04-25,monthly,Practice,P88008,Heaton Mersey MED.PRACT.
z9fhPBw9qBjd6w6D@nhs.net,2023-04-25,monthly,Practice,K81050,The Downland Practice
61oClxCTiSneoSxl@nhs.net,2023-04-25,monthly,Practice,M88007,Oakeswell Health Centre
H4D-w8eAeI6AxftP@nhs.net,2023-04-25,monthly,Practice,K82073,Westongrove Partnership
gA06mW8i5ylYeMMw@outlook.com,2023-04-25,monthly,Practice,D81043,Granta Medical Practices
jSu-TXn5H3FY6Ncc@nhs.net,2023-04-25,monthly,ICB,QRL,NHS Hampshire and Isle of Wight Integrated Care Board
pR-LSKeZeC1HzIz_@nhs.net,2023-04-26,monthly,Practice,P87019,Silverdale Medical Practice
cMJDo1ZoLIAmi_Z7@nhs.net,2023-04-26,monthly,Practice,C84086,St Georges Med Practice
xPfjcfXbEwD0Dno2@nhs.net,2023-04-27,monthly,Practice,F81153,Hassengate Medical Centre
xPfjcfXbEwD0Dno2@nhs.net,2023-04-27,monthly,Practice,F81137,Orsett Surgery
xPfjcfXbEwD0Dno2@nhs.net,2023-04-27,monthly,Practice,F81198,Horndon-On-The-Hill Surgery
xPfjcfXbEwD0Dno2@nhs.net,2023-04-27,monthly,Practice,F81177,Neera Medical Centre
xPfjcfXbEwD0Dno2@nhs.net,2023-04-27,monthly,Practice,F81697,Dr Devaraja VC Practice
xPfjcfXbEwD0Dno2@nhs.net,2023-04-27,monthly,Practice,F81088,Southend Road Surgery
Q9htleaqE7QM2g95@nhs.net,2023-05-02,monthly,SICBL,M2L0M,"NHS Shropshire, Telford and Wrekin"
nGqVOJAaBxEu6Hp4@nhs.net,2023-05-02,monthly,Practice,F86044,Crawley Road Medical Centre
pFTqx6OTc1G6v0qW@nhs.net,2023-05-03,monthly,Practice,L84027,Culverhay Surgery
DFtxOpqaFHweCh15@nhs.net,2023-05-04,monthly,Practice,P91623,Village Surgery
1nKzQBtBERidCLPz@nhs.net,2023-05-05,monthly,PCN,U91254,Gateshead Central South PCN
T7eIfdvFU44xKlan@nhs.net,2023-05-05,monthly,PCN,U91254,Gateshead Central South PCN
5KnNYNUSbjlBWyX6@ouh.nhs.uk,2023-05-05,monthly,SICBL,10Q,NHS Oxfordshire
z5qZJCop70-5BKr7@nhs.net,2023-05-05,monthly,Practice,C88079,Crookes Practice
UMkeSPqSkHPoKVE5@nhs.net,2023-05-08,monthly,Practice,E85026,Gordon House Surgery
UMkeSPqSkHPoKVE5@nhs.net,2023-05-08,monthly,PCN,U95154,The Ealing Network PCN
Br4ATmLaX1Y19A6m@mac.com,2023-05-12,monthly,Practice,Y00286,The Ravenscar Surgery
2OJ26HLQIqspST7b@gmail.com,2023-05-15,monthly,Practice,Y03602,Grey Gable Surgery
OcHRh4Co6TAw65ep@nhs.net,2023-05-16,monthly,Practice,D81044,Nuffield Road Medical Centre
3sprpOvnr0QcxzmF@nhs.net,2023-05-17,monthly,SICBL,01W,NHS Stockport
EjjLBTTzKl6bxHC9@nhs.net,2023-05-18,monthly,Practice,H81029,Dapdune House Surgery
T-N5qV7h7ZG_8OAQ@nhs.net,2023-05-18,monthly,ICB,QE1,NHS Lancashire and South Cumbria Integrated Care Board
T-N5qV7h7ZG_8OAQ@nhs.net,2023-05-18,monthly,SICBL,01A,NHS East Lancashire
9qTQ2otMcMlC4WQp@nhs.net,2023-05-18,monthly,Practice,A87013,Bewicke Medical Centre
hrN6vhahuGhx5jM5@nhs.net,2023-05-19,monthly,SICBL,15N,NHS Devon
hrN6vhahuGhx5jM5@nhs.net,2023-05-19,monthly,ICB,QJK,NHS Devon Integrated Care Board
CqD8xcATAFKTd0oT@nhs.net,2023-05-19,monthly,PCN,U49226,Bury PCN
BCOL4Zu_fn8sgpQe@nhs.net,2023-05-20,monthly,Practice,F81037,East Lynne Medical Centre
N_H4M88SQzmxiPgo@nhs.net,2023-05-21,monthly,PCN,U32995,Whitstable PCN
ra0aULPrKM5zAyUT@nhs.net,2023-05-23,monthly,Practice,F81052,ST. James Surgery
w7mXwOH_wF1p0JHH@nhs.net,2023-05-23,monthly,Practice,F81021,Great Bentley Surgery
w7mXwOH_wF1p0JHH@nhs.net,2023-05-23,monthly,Practice,F81019,Mayflower Medical Centre
q-iDSTf2s_IbImDW@nhs.net,2023-05-24,monthly,Practice,A83008,Hallgarth Surgery
GS62AMm0rQE4Zn-n@nhs.net,2023-05-24,monthly,Practice,A83008,Hallgarth Surgery
WKFWt_mIcbOr5yFh@nhs.net,2023-05-24,monthly,Practice,H82070,Glebe Surgery
qmmajdD_KrZXJgw2@nhs.net,2023-05-24,monthly,Practice,M92640,Tettenhall Road Medical Practice
qmmajdD_KrZXJgw2@nhs.net,2023-05-24,monthly,Practice,M92007,Lea Road Medical Practice
qmmajdD_KrZXJgw2@nhs.net,2023-05-24,monthly,Practice,M92028,Thornley Street Surgery
RQMzP0xJgTnW-nGB@nhs.net,2023-05-24,monthly,Practice,A82062,Atkinson Health Centre
cUGPezgzvttd9AG6@nhs.net,2023-05-26,monthly,PCN,U89699,Yorkshire Coast & Wolds PCN
YbTBXINAOXOZKbdq@aol.com,2024-11-27,monthly,Practice,B85619,Cook Lane Surgery
wfuD2b5yzw8Ril1n@icloud.com,2024-11-27,monthly,Practice,P89010,Medlock Vale Medical Practice
eplR58sB8PC89WCz@gmail.com,2024-11-28,monthly,Practice,C88040,Oughtibridge Surgery
P_i_FsxM1ri8I5-J@gmail.com,2024-11-28,monthly,Practice,C88006,Norfolk Park Health Centre
rxEUxyJAxCbAGkuy@nhs.net,2023-05-26,monthly,Practice,G81076,Saltdean and Rottingdean Med Practice
r0cKg0ox5dNIOsD1@nhs.net,2023-05-26,monthly,SICBL,13T,NHS Newcastle Gateshead
r0cKg0ox5dNIOsD1@nhs.net,2023-05-26,monthly,PCN,U76028,Birtley and Central Gateshead PCN
r0cKg0ox5dNIOsD1@nhs.net,2023-05-26,monthly,PCN,U91254,Gateshead Central South PCN
r0cKg0ox5dNIOsD1@nhs.net,2023-05-26,monthly,PCN,U13720,Gateshead East PCN
r0cKg0ox5dNIOsD1@nhs.net,2023-05-26,monthly,PCN,U33691,Gateshead Inner West PCN
r0cKg0ox5dNIOsD1@nhs.net,2023-05-26,monthly,PCN,U41930,Gateshead Outer West PCN
LHu1eTKGrkRJLKY9@nhs.net,2023-05-26,monthly,Practice,A82010,Abbey Road Surgery
LHu1eTKGrkRJLKY9@nhs.net,2023-05-26,monthly,Practice,A82009,Bridgegate Medical Centre
LHu1eTKGrkRJLKY9@nhs.net,2023-05-26,monthly,Practice,A82071,Burnett Edgar Medical CTR
LHu1eTKGrkRJLKY9@nhs.net,2023-05-26,monthly,Practice,A82650,Haverthwaite Surgery
LHu1eTKGrkRJLKY9@nhs.net,2023-05-26,monthly,Practice,A82046,Windermere Health Centre
LHu1eTKGrkRJLKY9@nhs.net,2023-05-26,monthly,Practice,A82070,ST. Mary's Surgery
LHu1eTKGrkRJLKY9@nhs.net,2023-05-26,monthly,Practice,A82026,The James Cochrane Pract.
vBJHiQ0fr2ImyMGX@nhs.net,2023-05-26,monthly,Practice,C83062,Church Walk Surgery
vBJHiQ0fr2ImyMGX@nhs.net,2023-05-26,monthly,PCN,U93726,South Lincoln PCN
vBJHiQ0fr2ImyMGX@nhs.net,2023-05-26,monthly,Practice,C83058,Washingborough Surgery
vBJHiQ0fr2ImyMGX@nhs.net,2023-05-26,monthly,Practice,C83002,Navenby Cliff Villages Surgery
VVWWJ3DcC3CtDrSs@southwarwickshiregps.nhs.uk,2023-05-26,monthly,PCN,U55724,Arden PCN
n1dGCIRJFaJDqIIE@nhs.net,2023-05-26,monthly,PCN,U93726,South Lincoln PCN
n1dGCIRJFaJDqIIE@nhs.net,2023-05-26,monthly,Practice,C83611,The Bassingham Surgery
n1dGCIRJFaJDqIIE@nhs.net,2023-05-26,monthly,Practice,C83078,Brant Road & Springcliffe Surgery
n1dGCIRJFaJDqIIE@nhs.net,2023-05-26,monthly,Practice,C83058,Washingborough Surgery
A7boXFpcH6T1btj9@nhs.net,2023-05-26,monthly,Practice,L83052,Castle Place Practice
T-N5qV7h7ZG_8OAQ@nhs.net,2023-05-26,monthly,SICBL,00Q,NHS Blackburn With Darwen
DrN-kftW2DEtGB9A@nhs.net,2023-05-27,monthly,Practice,E83024,St Andrews Medical Practice.
qVwg0lt-u7H69_jB@nhs.net,2023-05-28,monthly,Practice,D82016,Market Surgery
qVwg0lt-u7H69_jB@nhs.net,2023-05-28,monthly,SICBL,26A,NHS Norfolk and Waveney
7xds2Z07n1pOpMkr@live.co.uk,2023-05-29,monthly,PCN,U60509,Derby City North PCN
U6nL_RxnHeM_0vbi@nhs.net,2023-05-30,monthly,Practice,B82050,Mowbray House Surgery
I5ovpLAG6OOUvNQi@nhs.net,2023-05-30,monthly,SICBL,M2L0M,"NHS Shropshire, Telford and Wrekin"
602QMIxixnRyWC71@nhs.net,2023-05-30,monthly,SICBL,70F,NHS West Sussex
47Ax9ymAJk80sbSx@nhs.net,2023-05-30,monthly,Practice,B87008,Lupset Health Centre
47Ax9ymAJk80sbSx@nhs.net,2023-05-30,monthly,Practice,B87020,Chapelthorpe
47Ax9ymAJk80sbSx@nhs.net,2023-05-30,monthly,Practice,B87001,Middlestown
47Ax9ymAJk80sbSx@nhs.net,2023-05-30,monthly,Practice,B87002,Orchard Croft
47Ax9ymAJk80sbSx@nhs.net,2023-05-30,monthly,Practice,B87031,Ossett Surgery
47Ax9ymAJk80sbSx@nhs.net,2023-05-30,monthly,PCN,U43084,West Wakefield PCN
nxscCGX9U-4c3RwA@nhs.net,2023-05-30,monthly,Practice,P83012,Tower Family Healthcare
XdPYARTXWwKPUrSZ@gmail.com,2024-11-28,monthly,Practice,B85619,Cook Lane Surgery
WmzYNfRVhaaK2Q1I@nhs.net,2023-05-30,monthly,Practice,K84060,ST. Clement's Surgery
YBN5NLYERxSndWYo@gmail.com,2024-11-29,monthly,Practice,F81183,The Dengie Medical Partnership
i0o4ByQh-OyxY10p@nhs.net,2023-05-31,monthly,Practice,B87001,Middlestown
Fz2yTdXRz__x5ohM@gmail.com,2023-05-31,monthly,Practice,H81130,Lightwater Surgery
CvIsUMK1c_KVFh0t@nhs.net,2023-05-31,monthly,Practice,B83657,Bevan Community Benefit Society
Mj_UqOhPWBt3ye6A@icould.com,2023-06-02,monthly,Practice,B86011,Hillfoot Surgery
sLwS2YQpjsSK5eRO@gmail.com,2024-11-29,monthly,Practice,C88073,Heeley Green Surgery
eA5DgF7005ZjU9b5@aol.com,2024-11-30,monthly,SICBL,36J,NHS Bradford District and Craven
FynbwC8aBajLprUu@gmail.com,2024-12-01,monthly,Practice,Y02713,Guide Bridge Medical Practice
eA5DgF7005ZjU9b5@aol.com,2024-12-02,monthly,Practice,C82068,Northfield Medical Centre
JoUfu5Vb-InqOs8M@att.net,2024-12-02,monthly,Practice,C83653,Stackyard and Woolsthorpe Surgery
